,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,EC307-A | C304,Free,Free,LUNCH BREAK,Free,Free
Tuesday,EC307-A | C302,Free,Free,LUNCH BREAK,Free,Elective C
Wednesday,Free,Free,Free,LUNCH BREAK,Free,Free
Thursday,Free,Free,Free,LUNCH BREAK,Free,Elective C
Friday,Free,Free,Free,LUNCH BREAK,Elective C,Free
