,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,MA161 (Common) | C004,EC161 (Common) | C004,DS161 (Common) | C004,LUNCH BREAK,HS161 (Common) [90min] | C004,CS161-Lab-B [120min] | L106 & L107
Tuesday,MA161 (Common) | C004,MA161 (Common) | C004,DS161 (Common) | C004,LUNCH BREAK,HS161 (Common) [90min] | C004,Free
Wednesday,DS161 (Common) | C004,HS161 (Common) | C004,EC161 (Common) | C004,LUNCH BREAK,CS161-B [90min] | C101,Free
Thursday,DS161 (Common) | C004,HS161 (Common) | C004,EC161 (Common) | C004,LUNCH BREAK,CS161-B [90min] | C101,Free
Friday,EC161 (Common) | C004,MA161 (Common) | C004,Free,LUNCH BREAK,EC161-Lab-B [120min] | L105 & L206,Free
