,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,MA261-T-A [60min] | C205,EC261-A | C203,Free,LUNCH BREAK,"CS307
(Lab)
L106 & L107
[Shared: DSAI+ECE]",Free
Tuesday,MA261-A | C205,MA263-A | C104,EC261-T-A [60min] | C101,LUNCH BREAK,Free,Free
Wednesday,MA263-A | C205,EC262-A | C202,Free,LUNCH BREAK,"CS307
(Lecture)
C004
[Shared: DSAI+ECE]",Free
Thursday,MA263-T-A [60min] | C205,EC262-A | C202,Free,LUNCH BREAK,Free,"CS307
(Lecture)
C004
[Shared: DSAI+ECE]"
Friday,MA261-A | C203,EC261-A | C204,Free,LUNCH BREAK,EC262-Lab-A [120min] | C301 & L307,Free
