,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,MA262-T-A [60min] | C203,CS304-A | C104,Free,LUNCH BREAK,CS307-Lab-A [120min] | L207 & L208,Free
Tuesday,MA262-A | C203,DA261-A | C101,Free,LUNCH BREAK,Free,DA262-Lab-A [120min] | L106 & L107
Wednesday,MA262-A | C203,DA262-A | C104,CS304-A | C101,LUNCH BREAK,Free,Free
Thursday,CS304-T-A [60min] | C203,Free,Free,LUNCH BREAK,DA261-Lab-A [120min] | L106 & L107,CS307 (Common) [90min] | C004
Friday,DA262-A | C104,Free,CS307 (Common) | C004,LUNCH BREAK,Free,Free
