,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,DA261 | C204,DA262 | C104,CS304-T [60min] | C104,LUNCH BREAK,CS307-Lab [120min] | L106 & L107,Free
Tuesday,DA262 | C204,CS307 | C104,Free,LUNCH BREAK,Free,MA262 (Common) [90min] | C004
Wednesday,CS304 | C203,CS307 | C104,Free,LUNCH BREAK,Free,MA262 (Common) [90min] | C004
Thursday,Free,Free,Free,LUNCH BREAK,Elective A,MA262-T (Common) [60min] | C004
Friday,CS304 | C104,Free,Free,LUNCH BREAK,Free,Elective A
