,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,Free,Free,"CS162
(Lecture)
C004
[Shared: DSAI+ECE]",LUNCH BREAK,HSS Basket,HSS Basket
Tuesday,EC162-A | C302,Free,"CS162
(Lecture)
C004
[Shared: DSAI+ECE]",LUNCH BREAK,"HS161
(Lecture)
C004
[Shared: DSAI+ECE]",Free
Wednesday,"CS162
(Lecture)
C004
[Shared: DSAI+ECE]","HS161
(Lecture)
C004
[Shared: DSAI+ECE]",EC162-T-A [60min] | C202,LUNCH BREAK,Free,Free
Thursday,"CS164
(Lecture)
C004
[Shared: DSAI+ECE]","CS163
(Lecture)
C004
[Shared: DSAI+ECE]",Free,LUNCH BREAK,Free,Free
Friday,"CS164
(Lecture)
C004
[Shared: DSAI+ECE]","CS163
(Lecture)
C004
[Shared: DSAI+ECE]",Free,LUNCH BREAK,Free,Free
