,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,HS152-A | C205,Free,Free,LUNCH BREAK,"MA161
(Lecture)
L105 & L106
[Shared: DSAI+ECE]",CS161-Lab (Common) [120min] | L106 & L107
Tuesday,HS152-A | C203,Free,Free,LUNCH BREAK,"DS161
(Lecture)
L105 & L206
[Shared: DSAI+ECE]",Free
Wednesday,Free,Free,Free,LUNCH BREAK,"MA162
(Lecture)
L105 & L106
[Shared: DSAI+ECE]","MA161
(Lecture)
C004
[Shared: DSAI+ECE]"
Thursday,Free,Free,Free,LUNCH BREAK,"MA161
(Lecture)
C004
[Shared: DSAI+ECE]","DS161
(Lecture)
C004
[Shared: DSAI+ECE]"
Friday,Free,Free,Free,LUNCH BREAK,"EC161
(Lecture)
L105 & L206
[Shared: DSAI+ECE]","DS161
(Lecture)
C004
[Shared: DSAI+ECE]"
