,09:00-10:30,10:45-12:15,12:30-13:30,13:30-14:30,14:30-16:30,16:30-18:30
Monday,CS304-A | C203,Free,Free,LUNCH BREAK,CS307-Lab (Common) [120min] | L107 & L206,Free
Tuesday,DA261-A | C104,Free,Free,LUNCH BREAK,DA262-Lab-A [120min] | C301 & L307,Free
Wednesday,CS304-A | C203,Free,Free,LUNCH BREAK,DA261-Lab-A [120min] | L107 & L206,Free
Thursday,DA262-A | C104,CS304-T-A [60min] | C104,Free,LUNCH BREAK,Free,Free
Friday,DA262-A | C203,Free,Free,LUNCH BREAK,Free,Free
